Tile ID,Name,Material,Size (cm),Color,Finish,Price ($)
443,Limestone Blue,Sandstone,60x60,Beige,Polished,35.45
444,Limestone Forest,Ceramic,50x50,Walnut,Glossy,62.73
445,Porcelain Urban,Limestone,60x60,Red,Polished,78.97
446,Mosaic Golden,Granite,20x20,Red,Brushed,22.19
447,Porcelain Sandstone,Mosaic,45x45,Walnut,Textured,47.29
448,Sandstone Elegance,Limestone,20x20,Blue,Satin,59.23
449,Porcelain Ocean,Slate,20x20,Black,Satin,54.96
450,Limestone Black,Granite,25x25,Brown,Satin,50.17
451,Ceramic Sandstone,Granite,25x25,Blue,Textured,87.45
452,Sandstone Elegance,Mosaic,45x45,Gray,Textured,53.99
453,Porcelain Desert,Sandstone,75x75,Gray,Glossy,25.37
454,Granite Black,Concrete,60x60,Gray,Satin,81.93
455,Granite Black,Limestone,80x80,Black,Antique,34.18
456,Porcelain Marble,Mosaic,75x75,Red,Antique,44.25
457,Concrete Marble,Ceramic,40x40,Beige,Brushed,97.93
458,Granite Black,Porcelain,40x40,Red,Matte,23.33
459,Mosaic Green,Sandstone,80x80,Beige,Matte,21.1
460,Slate Marble,Concrete,45x45,Blue,Brushed,83.41
461,Concrete Rustic,Limestone,45x45,Blue,Rough,74.51
462,Granite Desert,Limestone,50x50,Gray,Satin,69.83
463,Sandstone Green,Slate,30x30,Beige,Matte,52.44
464,Mosaic Mosaic,Porcelain,25x25,Brown,Polished,35.34
465,Mosaic Concrete,Limestone,45x45,Beige,Matte,74.31
466,Granite Elegance,Limestone,30x30,Gray,Matte,64.31
467,Ceramic Rustic,Ceramic,50x50,Green,Glossy,46.22
468,Slate Midnight,Ceramic,50x50,Gold,Brushed,83.01
469,Terracotta Classic,Terracotta,25x25,Red,Polished,30.18
470,Ceramic Black,Slate,40x40,Gold,Brushed,78.05
471,Marble Blue,Concrete,50x50,Beige,Glossy,74.55
472,Limestone Ocean,Sandstone,60x60,Green,Brushed,62.56
473,Limestone Slate,Marble,15x90,Green,Polished,62.2
474,Ceramic Ocean,Concrete,75x75,Red,Brushed,27.95
475,Terracotta White,Porcelain,80x80,Gold,Brushed,22.68
476,Granite Blue,Slate,50x50,Gold,Glossy,74.91
477,Limestone Concrete,Slate,20x20,Beige,Brushed,21.86
478,Terracotta Green,Concrete,60x60,Gray,Glossy,58.89
479,Terracotta Slate,Mosaic,25x25,Beige,Rough,60.72
480,Terracotta Forest,Granite,60x60,White,Brushed,44.5
481,Porcelain Golden,Ceramic,80x80,Brown,Brushed,30.66
482,Sandstone Classic,Mosaic,80x80,Blue,Textured,75.76
483,Limestone Slate,Slate,60x60,Beige,Satin,34.48
484,Ceramic Ocean,Ceramic,75x75,Walnut,Rough,50.61
485,Ceramic Slate,Porcelain,40x40,Brown,Textured,35.57
486,Sandstone Sandstone,Concrete,75x75,Gray,Polished,25.16
487,Terracotta Golden,Concrete,25x25,White,Antique,48.04
488,Concrete Mosaic,Marble,30x30,Walnut,Rough,36.66
489,Marble Sandstone,Sandstone,45x45,Walnut,Matte,55.96
490,Limestone Mosaic,Granite,30x30,Walnut,Satin,20.97
491,Marble Urban,Terracotta,30x30,Beige,Satin,61.76
492,Slate Green,Porcelain,45x45,Brown,Matte,26.69
493,Terracotta Slate,Limestone,30x30,White,Textured,77.93
494,Ceramic Rustic,Slate,50x50,Blue,Satin,23.95
495,Marble Classic,Mosaic,80x80,Beige,Satin,57.04
496,Terracotta Midnight,Sandstone,75x75,Red,Antique,36.51
497,Ceramic Mosaic,Marble,80x80,Walnut,Polished,71.77
498,Concrete Sandstone,Slate,40x40,Beige,Brushed,60.38
499,Mosaic Forest,Mosaic,40x40,Black,Satin,86.0
500,Granite Black,Ceramic,60x60,White,Textured,32.76
